Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
NEO,2018-06-06,54.4681818689,53.4817511899,54.9487633899,51.8096684534
NEO,2018-06-12,44.7144945681,43.2081908295,44.8574848222,43.0028723918
NEO,2018-06-13,41.3785330702,45.5872595906,46.4332299131,40.679898138
NEO,2018-06-14,38.2362833196,41.3782569625,41.4234719957,35.7756265859
NEO,2018-06-15,40.2517210848,37.9308024044,41.5083710095,37.7101943665
NEO,2018-06-16,38.0177727681,40.6180000615,40.7748991773,37.9925957547
NEO,2018-06-17,38.1624092843,38.0177756044,38.5547256918,36.3272258033
NEO,2018-06-18,38.766339709,37.9955332471,39.4952551235,37.5457179215
NEO,2018-06-19,39.4266999426,38.6300086125,40.2736440407,36.8783062872
NEO,2018-06-20,39.7972491034,39.4348444437,41.0667731015,38.9116847928
NEO,2018-06-21,38.9178179617,39.9005505525,39.9093883621,37.8257442531
NEO,2018-06-22,37.6905202838,38.8653678881,39.5089969316,37.3104937889
NEO,2018-06-23,33.0606737715,37.6788362888,37.7004677683,32.2130969709
NEO,2018-06-24,34.2479237898,32.9541859963,34.5818170383,32.6327943747
NEO,2018-06-25,31.2129398724,34.2480949504,34.2880744343,29.2323915558
NEO,2018-06-26,31.716463003,31.1821861642,32.4886510046,30.6369473042
NEO,2018-06-27,30.4238241246,31.7256587577,31.7791869428,30.2703416579
NEO,2018-06-28,30.3211990292,30.4230221389,30.5519893239,29.4145941603
NEO,2018-06-29,28.955138263,30.3096330537,30.6172989756,28.8599150653
NEO,2018-06-30,29.9689968227,28.9502898789,30.1982045809,27.0235522588
NEO,2018-07-01,30.2939539615,29.9707615846,32.1907236362,29.4728584098
NEO,2018-07-02,31.22485291,30.8495166396,31.5062483593,29.8349764756
NEO,2018-07-03,36.6038166922,31.2184002968,37.2664033238,31.0733216542
NEO,2018-07-04,35.679421451,36.6472729546,38.5769164346,35.4717926396
NEO,2018-07-05,40.8782011097,35.9005880268,42.5718103671,35.117452364
NEO,2018-07-06,40.0415335832,40.9035029225,43.2742752238,39.0785838752
NEO,2018-07-08,37.1309860767,36.8726251663,37.4279923712,36.2096325247
NEO,2018-07-09,39.734469638,37.1306929628,41.0845933196,37.0706522454
NEO,2018-07-10,37.5250174463,39.7344123674,39.7422851829,36.6836560449
NEO,2018-07-11,34.1510224128,37.5227226594,37.6662073697,32.9302619203
NEO,2018-07-12,33.5389772467,33.2274908431,34.653985797,31.9181937788
NEO,2018-07-13,31.202646624,33.8514100708,33.8846806214,30.9714872434
NEO,2018-07-15,32.463231787,33.1777527988,33.4199770796,31.4924534109
NEO,2018-07-16,33.7757969211,32.4632560396,33.9884136821,32.0549905901
NEO,2018-07-17,36.4109098351,33.5107058631,37.0496236255,32.9696566643
NEO,2018-07-18,39.0760381983,36.9248153799,40.3895739535,35.6543912307
NEO,2018-07-19,37.9251101067,39.0769132214,40.6103025674,36.6654831241
NEO,2018-07-20,35.8220053332,37.9203270821,38.1248007685,35.6405582726
NEO,2018-07-21,33.2991170305,35.8218093069,36.1848511732,32.8471356968
NEO,2018-07-22,34.4259600349,33.2802339663,35.2169807211,31.9615317403
NEO,2018-07-23,33.2645849087,34.4198926892,34.878767342,32.6486216611
NEO,2018-07-24,32.410096064,33.1056621917,34.5901232067,32.2099581531
NEO,2018-07-25,34.1169835092,32.4114021442,35.7636700118,31.3040633843
NEO,2018-07-26,34.3851595123,34.0717468315,35.5570740444,33.4301039397
NEO,2018-07-27,32.9330555578,34.3683683803,35.5186735494,32.9250754236
NEO,2018-07-28,33.8341532677,33.0811983266,33.8555522839,32.1765300493
NEO,2018-07-29,33.5625893419,33.0824051165,33.6808851661,32.6086174032
NEO,2018-07-30,33.3720751452,33.5641231762,34.3396953317,33.2047185378
NEO,2018-07-31,31.9870646395,33.42817728,33.4809590509,31.4391995257
NEO,2018-08-01,29.6038934298,31.9870280761,32.1744496705,29.5452659099
NEO,2018-08-02,29.4948020551,29.646905917,30.2569416746,28.5364335995
NEO,2018-08-03,28.1613998188,29.493821231,29.9913968604,27.711823205
NEO,2018-08-04,27.9650886241,28.1858012816,28.4422021759,26.5719790759
NEO,2018-08-05,27.0841724228,27.9672328101,28.7280501096,26.7930899609
NEO,2018-08-06,27.6352509496,27.1146660604,27.7804896618,26.7790264081
NEO,2018-08-07,26.5871323486,27.6352720758,28.1097662418,26.5165769735
NEO,2018-08-08,25.3649049439,26.5904697194,27.7419376245,24.8177536902
NEO,2018-08-09,22.33693409,25.0965265363,25.09731911,21.9331413226
NEO,2018-08-10,23.0120188865,22.3470386324,23.1272304993,21.9465613234
NEO,2018-08-11,19.7526314734,23.0121458136,23.0572290693,19.6886599717
NEO,2018-08-12,19.3753182277,19.1594167666,19.4332113049,17.0578391926
NEO,2018-08-13,18.6878183205,19.3769512763,19.4461962062,18.2669019552
NEO,2018-08-14,16.440195898,18.6878169924,19.1863324717,16.0402256049
NEO,2018-08-15,15.4291858085,16.4257401551,16.5019420576,14.2928477984
NEO,2018-08-16,16.1209956493,16.3533924105,17.8074949074,16.0027245514
NEO,2018-08-17,15.9624041692,16.1209956493,17.2162488739,15.4115098338
NEO,2018-08-18,20.5818057747,15.9983308407,20.701562291,15.6739355623
NEO,2018-08-19,18.705212909,20.5691625637,21.0278334675,17.2582551109
NEO,2018-08-20,19.7013322906,18.7689320254,20.4773596478,17.6873433114
NEO,2018-08-21,17.3865380824,19.7013230464,19.9207194956,17.2013585606
NEO,2018-08-22,17.8365631359,17.0875368431,18.2196660761,16.9636102983
NEO,2018-08-23,16.5774570854,17.8403848015,19.3807069565,15.9305703016
NEO,2018-08-24,17.565146057,16.3984526032,17.7211220491,16.3911445666
NEO,2018-08-25,17.8185109777,17.7553234676,17.8856780434,17.0194912587
NEO,2018-08-26,17.5474153558,17.7189652467,18.3039118767,17.261791319
NEO,2018-08-27,17.274588687,17.5475517246,17.7973756687,16.761894805
NEO,2018-08-28,20.0330771145,17.5201686243,20.309866883,17.2657758674
NEO,2018-08-29,21.2990427783,19.9762483433,21.7101336957,19.7559324323
NEO,2018-08-30,20.1651188763,21.265630374,21.3186763743,19.4257468825
NEO,2018-08-31,19.270599939,19.7671689312,20.0803040242,18.4337583895
NEO,2018-09-01,20.1125805441,19.2705360454,20.3595967086,18.9069723929
NEO,2018-09-02,22.5806803824,20.1192304999,23.2393758737,20.0343711435
NEO,2018-09-03,21.8632379314,22.5797977654,23.2457353189,21.4644384995
NEO,2018-09-04,22.8739882144,21.8555041032,23.5214952736,21.1523179787
NEO,2018-09-05,24.6736479454,22.9818304073,25.3042761051,22.4188550513
NEO,2018-09-06,20.4628928529,24.2249663792,24.8523563189,20.1161776584
NEO,2018-09-07,20.1516896351,20.4628992942,20.605655177,18.030751395
NEO,2018-09-08,19.4900741421,20.4197918049,20.8570628337,18.7367407089
NEO,2018-09-09,17.8637070938,19.489676065,20.0656539438,17.6384738633
NEO,2018-09-10,18.3277115876,17.90739032,19.3580261329,17.5010566569
NEO,2018-09-11,18.4320760597,18.3258606222,18.9840425703,18.1853954288
NEO,2018-09-12,17.8473461204,18.44193555,18.695281251,17.4018445558
NEO,2018-09-13,17.7978765161,17.8565853455,17.9218540261,16.8893687586
NEO,2018-09-14,18.1244601549,17.8216977194,18.4700145435,17.8099939023
NEO,2018-09-15,18.0119099903,18.1244696155,18.4757511848,17.8343020008
NEO,2018-09-16,18.1314190164,17.9167024739,18.2710279687,17.916175625
NEO,2018-09-17,18.027265669,18.0529169428,18.1127643233,17.7276737582
NEO,2018-09-18,17.2575154242,18.0281938639,18.1744495846,17.0969394828
NEO,2018-09-19,17.613271328,17.2574261663,17.7468084991,17.1198025236
NEO,2018-09-20,17.6189577035,17.5484636921,17.783358605,17.2777847345
NEO,2018-09-21,18.1919909661,17.6526823708,18.333101936,17.6105676748
NEO,2018-09-22,18.7054015901,18.1919873103,19.5725908581,18.0424253112
NEO,2018-09-23,18.4817930647,18.705355644,18.8807431884,18.2559705237
NEO,2018-09-24,18.9190297249,18.481793065,19.2572815993,18.4443282837
NEO,2018-09-25,17.9929673582,18.9178352013,19.1820550368,17.6099130759
NEO,2018-09-26,17.4348471737,17.9929631045,18.1998135086,17.0980333958
NEO,2018-09-27,18.1055346796,17.4347940027,18.6585318959,17.4331050648
NEO,2018-09-28,20.006803566,18.1092591055,20.2733710066,17.4919413013
NEO,2018-09-29,18.5966282792,19.9965168173,20.6184137564,18.4071779711
NEO,2018-09-30,19.0127839582,18.5954240309,19.3061860998,18.4728018072
NEO,2018-10-01,19.0146945964,19.0143418373,19.2941024791,18.4519516173
NEO,2018-10-02,18.7003514814,19.0145904693,19.0950901049,18.2870803505
NEO,2018-10-03,18.6448499521,18.3130796599,18.700082516,18.2388592006
NEO,2018-10-04,17.8795126066,18.6583109339,18.6632771519,17.7049825579
NEO,2018-10-05,18.0737809682,17.8795125636,18.3906483486,17.877510721
NEO,2018-10-06,18.2181879354,18.0737804526,18.2667351619,17.8246619542
NEO,2018-10-07,17.9536328134,18.2189218158,18.5971059545,17.8204322247
NEO,2018-10-08,18.0847982388,17.9536287682,18.2641525561,17.8908940518
NEO,2018-10-09,18.585854729,18.1959850087,18.8225595916,18.1160816174
NEO,2018-10-10,18.3506107201,18.581314504,18.630336457,18.092199161
NEO,2018-10-11,18.2501667144,18.3496775124,18.3800095687,17.9095322817
NEO,2018-10-12,15.9668612496,18.2830350031,18.288683014,15.629150117
NEO,2018-10-13,15.7468070917,15.9667919101,16.2644992347,15.3187980789
NEO,2018-10-14,15.9418990106,15.7463261238,16.0901108232,15.6973522881
NEO,2018-10-15,15.9506251077,15.9567709383,16.4726542551,15.9029005411
NEO,2018-10-16,16.568290152,15.812332201,18.4259493835,15.563615019
NEO,2018-10-17,16.6704599385,16.5683364967,16.9532979075,16.4124816416
NEO,2018-10-18,16.4651033955,16.6728194728,17.3118665598,16.3729189856
NEO,2018-10-19,16.2662431794,16.4500414109,17.3594181294,16.0916822332
NEO,2018-10-20,16.3910117242,16.2662431815,16.4156136401,15.9894105996
NEO,2018-10-21,16.4704409792,16.3254846331,16.6388978774,16.1789926845
NEO,2018-10-22,16.3845039207,16.4631599625,16.6894041008,16.367131525
NEO,2018-10-23,16.5557012004,16.3852242017,16.8503182411,16.1725792133
NEO,2018-10-24,16.410918705,16.5530925862,16.6119071726,16.247429574
NEO,2018-10-25,16.5317288101,16.4605371292,16.6277342531,16.3162607302
NEO,2018-10-26,16.3985883143,16.5317205988,16.5566722114,16.2579251898
NEO,2018-10-27,15.9922350762,16.3985944329,16.4150529249,15.7861462457
NEO,2018-10-28,16.0846824376,16.007354638,16.1754898088,15.8621171015
NEO,2018-10-30,15.3093205467,16.0685394607,16.1078200738,14.7584286469
NEO,2018-10-31,15.1160320783,15.3085814864,15.3569156572,14.9902262639
NEO,2018-11-01,15.3010880257,15.1228632723,15.4605115655,14.5520037145
NEO,2018-11-02,15.6571912829,15.3036671027,15.7443885242,15.1974003283
NEO,2018-11-03,16.1334681192,15.6621478747,16.1584523454,15.6288000117
NEO,2018-11-04,15.8770344018,16.1210157977,16.1312101215,15.7627435238
NEO,2018-11-05,16.616354712,15.8770148041,17.0821185917,15.7249334909
NEO,2018-11-06,16.2864232047,16.6163566183,16.7600089153,16.1601999134
NEO,2018-11-07,16.8913954258,16.2727490399,16.980638152,16.2642985473
NEO,2018-11-08,16.6697851441,16.8913298837,17.4140581801,16.4922108548
NEO,2018-11-09,16.2051568701,16.6753117531,16.7394149673,16.1563704004
NEO,2018-11-10,15.7855408695,16.2033239455,16.3520033942,15.7220298412
NEO,2018-11-11,15.8825505458,15.7992282277,16.1901586865,15.757988485
NEO,2018-11-12,15.4975726159,15.7990289439,15.8907289877,15.3576557393
NEO,2018-11-13,15.5601018023,15.5035089833,16.0819171185,15.4743634112
NEO,2018-11-14,15.150419122,15.5606529613,15.6177378664,15.0839038195
NEO,2018-11-15,13.0151666879,15.149981281,15.1596108531,11.7983416481
NEO,2018-11-16,12.7134526576,13.013820064,13.3383023042,11.9353889308
NEO,2018-11-17,12.4594945877,12.8625390439,12.9442453648,12.3887979085
NEO,2018-11-18,12.2509545007,12.563801106,12.6426698692,12.2331724151
NEO,2018-11-19,12.3849887825,12.2482153382,12.6031977049,12.2446089259
NEO,2018-11-20,9.9284611062,12.3849887825,12.5278808908,9.8033062112
NEO,2018-11-21,8.5100179911,9.9286416273,10.2570923541,7.8549886154
NEO,2018-11-22,8.9156318917,8.7682407066,9.2878558033,8.3501582983
NEO,2018-11-23,8.6914282129,8.9113620491,9.2445949436,8.4943042811
NEO,2018-11-24,8.545892046,8.6913212702,8.6913629432,7.8302397666
NEO,2018-11-25,7.2242955385,8.5417439797,8.7903203444,7.0985988018
NEO,2018-11-26,7.5455053109,7.3231846141,7.9425194917,6.5280665099
NEO,2018-11-27,7.0155557886,7.5455417568,7.7986419885,6.6842570386
NEO,2018-11-28,7.1533007816,7.0157652369,7.2305623795,6.586110453
NEO,2018-11-29,8.1450252018,7.1532106896,8.6801860673,7.1163721593
NEO,2018-11-30,8.2791471759,8.1356436285,8.8429757012,7.9167573033
NEO,2018-12-01,7.5694481954,8.3794682197,8.4772556618,7.4091024291
NEO,2018-12-02,8.1128416735,7.5702432356,8.285664447,7.4173868922
NEO,2018-12-03,7.8615282953,8.1128410279,8.3647865322,7.762444338
NEO,2018-12-04,7.2889610393,7.8611283644,7.9248734846,7.1049694927
NEO,2018-12-05,7.4843958201,7.2890570683,7.8916638079,6.9813696341
NEO,2018-12-06,6.9360449443,7.484438134,7.5578538634,6.902054279
NEO,2018-12-07,6.3250166601,6.9019740036,7.188630053,6.3090062234
NEO,2018-12-08,6.0986530925,6.3250425766,6.4044710939,5.37267719
NEO,2018-12-09,6.0847013932,6.0995864808,6.5184333903,5.5979523451
NEO,2018-12-10,6.2790124469,6.0760591173,6.8807773668,5.9299521078
NEO,2018-12-11,6.0747172326,6.3208417019,6.4010443565,5.887691592
NEO,2018-12-12,5.7859537251,6.0116664894,6.1262429519,5.6385005052
NEO,2018-12-13,5.9322242126,5.7859655025,6.2470870711,5.7052200656
NEO,2018-12-14,5.6446953306,5.9695160852,5.9771598034,5.54489088
NEO,2018-12-15,5.6064757103,5.6443130295,5.6760309233,5.4119950176
NEO,2018-12-16,5.5778313176,5.6070438784,5.6250739511,5.3924058356
NEO,2018-12-17,5.6603225183,5.542924109,5.933205189,5.538392773
NEO,2018-12-18,6.4277153815,5.6244898338,6.6353827828,5.6107026866
NEO,2018-12-19,6.4970161466,6.4276547004,6.5822924605,6.2376735618
NEO,2018-12-20,6.6820760552,6.7733984681,7.3049872529,6.5372944766
NEO,2018-12-21,7.2077461808,6.6823103183,7.4229347657,6.5231574843
NEO,2018-12-22,6.7426077045,7.2079502122,7.4562749712,6.5848794828
NEO,2018-12-23,6.8873189226,6.8418354791,7.0161653994,6.6734162485
NEO,2018-12-24,7.6204634254,6.8873194538,8.0360459299,6.8866460658
NEO,2018-12-25,8.4559311415,7.6092037051,9.109173162,7.6059817355
NEO,2018-12-26,7.5463424372,8.3800856088,8.4216758041,7.1032800135
NEO,2018-12-27,7.8213553071,7.546801397,8.0404123586,7.2235625996
NEO,2018-12-28,6.8498669688,7.7878895968,7.8195805467,6.7660346511
NEO,2018-12-29,7.7743833477,6.8476194504,8.1299999744,6.7533191646
NEO,2019-01-01,7.3540450895,7.3289553122,7.3541147718,7.3281458818
NEO,2019-01-02,7.5451035852,7.4012759146,7.6485508982,7.2749944715
NEO,2019-01-03,7.9576473813,7.5451035852,8.0080530823,7.5370647505
NEO,2019-01-04,7.5895647564,7.9576473813,8.0364997048,7.4654694182
NEO,2019-01-05,7.526237509,7.5836734032,7.6552355938,7.3443392377
NEO,2019-01-06,7.7780797511,7.526237509,7.8939999931,7.5262303039
NEO,2019-01-07,8.5626574429,7.7823949784,8.7817083603,7.5996369526
NEO,2019-01-08,8.3632586641,8.5811801729,8.9223307777,6.6109625875
NEO,2019-01-09,9.0350027336,8.3632684638,9.3981573092,8.2180668792
NEO,2019-01-10,9.0179733606,9.0540385753,9.6734019813,8.9918597389
NEO,2019-01-11,7.74295262,9.0179670797,9.4358569032,7.480719253
NEO,2019-01-12,7.7430274088,7.7425301984,7.9935198255,7.5804697182
NEO,2019-01-13,7.648134286,7.7556938094,7.8163623383,7.5578032225
NEO,2019-01-14,7.0074750421,7.623235877,7.7177430374,6.9251697054
NEO,2019-01-15,7.7566912867,7.0076892445,7.8967997098,6.9870311395
NEO,2019-01-16,7.391345796,7.7549939606,7.9125052094,7.2915114998
NEO,2019-01-17,7.5916148607,7.3913865886,7.835165349,7.3848499791
NEO,2019-01-18,7.6639173291,7.5812539658,7.7102551553,7.3291531885
NEO,2019-01-19,7.5383950198,7.6641017604,7.7460759306,7.4422634879
NEO,2019-01-20,7.9920904334,7.5383090603,8.2790890592,7.5179152857
NEO,2019-01-21,7.4839808665,7.9310762975,8.064995816,7.2411659102
NEO,2019-01-22,7.3726682742,7.4840448422,7.5371973153,7.280179243
NEO,2019-01-23,7.6040475626,7.3728866623,7.7196599869,7.0962974378
NEO,2019-01-24,7.4239852066,7.6002604959,7.6419690012,7.3783378334
NEO,2019-01-25,7.611974678,7.4678550829,7.6722205632,7.3726284296
NEO,2019-01-26,7.5089638165,7.6385284565,7.6415558297,7.3970526953
NEO,2019-01-27,7.4155477089,7.5089531269,7.6454005523,7.3875731727
NEO,2019-01-28,7.3656654548,7.4155684985,7.5138259211,7.1141428552
NEO,2019-01-29,6.8927788907,7.2881450427,7.3266926587,6.7097423841
NEO,2019-01-30,6.9597506973,6.9056582999,7.0927452408,6.6625078435
NEO,2019-01-31,7.0202003464,6.9589576817,7.0792973973,6.7451659937
NEO,2019-02-01,6.8525497559,7.0007145559,7.1255463875,6.7220397362
NEO,2019-02-02,6.9114239145,6.8109437673,6.9551600925,6.669797327
NEO,2019-02-03,7.0412899004,6.9114239193,7.1720798201,6.7816970736
NEO,2019-02-04,6.9095552812,7.0408490932,7.1934336918,6.8422498258
NEO,2019-02-05,6.974458429,6.9268758806,7.0661274469,6.8892823797
NEO,2019-02-06,6.9127630195,6.9756725795,7.0318802713,6.855775522
NEO,2019-02-07,6.7887796425,6.9068606506,6.9535596657,6.6345658906
NEO,2019-02-08,6.8400941384,6.7863563711,6.9099371119,6.7449046843
NEO,2019-02-09,7.3637922497,6.8408956886,7.7892376905,6.7633174471
NEO,2019-02-10,7.5200834856,7.4675251598,7.667876849,7.359425882
NEO,2019-02-11,7.7447777015,7.519839783,8.042814113,7.4074125962
NEO,2019-02-12,8.1040394622,7.7454277486,8.2359909321,7.6046343964
NEO,2019-02-13,8.043291976,8.104045135,8.3389085651,7.7956653654
NEO,2019-02-14,8.1445436154,8.094260955,8.3828253657,7.9973183594
NEO,2019-02-15,7.8213727066,8.1445438633,8.169804818,7.6473811137
NEO,2019-02-16,7.9470213146,7.8084843124,8.3220379981,7.7463497549
NEO,2019-02-17,7.8236458187,7.9464485793,8.2032934849,7.7879901467
NEO,2019-02-18,8.2009354868,7.8239924231,8.6467379294,7.7813415684
NEO,2019-02-19,8.6539935517,8.2044596513,8.8516534848,8.067099669
NEO,2019-02-20,8.9541412561,8.7007149626,9.163705048,8.5796330904
NEO,2019-02-21,8.9682467895,8.9534937287,9.099263633,8.6823245165
NEO,2019-02-22,8.4321291123,8.9683280032,9.0801217473,8.3841146532
NEO,2019-02-23,8.624861124,8.4975551139,8.7173323679,8.4544697504
NEO,2019-02-24,9.9453534367,8.6248005449,10.2604254791,8.4499245496
NEO,2019-02-25,9.1272606629,9.9429087935,10.7773303964,8.4995436949
NEO,2019-02-26,9.1431596387,9.1284168025,9.3905351591,8.7222054431
NEO,2019-02-27,8.9937611059,9.1468646644,9.2793392631,8.8042005419
NEO,2019-02-28,8.7678902486,9.0197975682,9.1166672602,8.5181403108
NEO,2019-03-01,8.781768272,8.7678502511,8.9883525748,8.6752377309
NEO,2019-03-02,8.9509473895,8.7816864351,9.2131513563,8.7278448043
NEO,2019-03-03,8.6517599311,8.9509604553,9.0247278316,8.6106381508
NEO,2019-03-04,8.6109941762,8.6668365038,8.779215999,8.6093297524
NEO,2019-03-05,8.112444982,8.6109900887,8.6139385498,7.9235247924
NEO,2019-03-06,8.5992239067,8.1341672612,8.8344908816,8.0451604744
NEO,2019-03-07,8.6690451437,8.5967757878,8.861961786,8.5224119534
NEO,2019-03-08,9.0623297739,8.6690911468,9.1812230642,8.6269481369
NEO,2019-03-09,8.7235509965,9.0623297709,9.1539395751,8.5739397682
NEO,2019-03-10,8.8557482662,8.7009902378,9.0785299891,8.6698771593
NEO,2019-03-11,8.7492989105,8.9067527473,8.9858876377,8.607862618
NEO,2019-03-12,8.6663088246,8.740980911,8.783796406,8.4289412242
NEO,2019-03-13,8.7688250748,8.6663088456,8.8932993797,8.3508348966
NEO,2019-03-14,8.8256405633,8.7688248747,9.1007720419,8.672328543
NEO,2019-03-15,9.132469493,8.8256405633,9.2650091859,8.693702167
NEO,2019-03-16,9.1710283864,9.132448718,9.2588948794,9.0266656413
NEO,2019-03-17,9.3609542095,9.1702803529,9.657498423,9.1434087579
NEO,2019-03-18,9.1069502426,9.3707698033,9.3976536829,9.0805140977
NEO,2019-03-19,9.080170004,9.1068939818,9.2567557039,8.9328599287
NEO,2019-03-20,9.1240395583,9.06327862,9.179005649,8.9243802694
NEO,2019-03-21,9.2635153942,9.123493436,9.2838271746,8.8719026778
NEO,2019-03-22,8.938427987,9.2709553312,9.3411446406,8.6673847994
NEO,2019-03-23,9.1274472849,8.9393565558,9.2120400159,8.8734200935
NEO,2019-03-24,9.2596495376,9.1356187875,9.321729532,9.0858980157
NEO,2019-03-25,9.036194676,9.2596495376,9.3311331486,8.9431905756
NEO,2019-03-26,8.8432854221,9.036194676,9.2332184492,8.6624303053
NEO,2019-03-27,8.7655513786,8.8432854221,8.8852499711,8.5151515164
NEO,2019-03-28,9.2225046906,8.8071268497,9.3154453643,8.7873246682
NEO,2019-03-29,9.153627717,9.2225046906,9.2902785554,9.0792580286
NEO,2019-03-30,9.7660507279,9.153627717,9.840336218,9.1372635503
NEO,2019-03-31,9.8370269007,9.8975620155,10.2249331513,9.6147692898
NEO,2019-04-01,10.0326220118,9.8370269007,10.0748138401,9.6302398397
NEO,2019-04-02,10.0004326083,10.0326220118,10.1082989995,9.8299362625
NEO,2019-04-03,11.4672361549,10.0004326083,11.4672361549,9.9922500692
NEO,2019-04-04,12.4912612442,11.4672361549,13.979113481,11.4119565335
NEO,2019-04-05,12.6065541155,12.1923164338,13.6933069195,11.968897382
NEO,2019-04-06,13.5561098965,12.6065569827,13.7447192213,12.6037453412
NEO,2019-04-07,13.0259629094,13.534867068,13.587701362,12.8197776468
NEO,2019-04-08,12.98387971,13.0259629094,13.2545509798,12.5491094008
NEO,2019-04-09,12.6597279176,12.98387971,13.3228249134,12.0656747897
NEO,2019-04-10,12.1821352049,12.6595963375,12.7028522966,11.8329480159
NEO,2019-04-11,12.4046040538,12.1821352049,12.727240963,12.1090920779
NEO,2019-04-12,11.3141998272,12.4569288202,12.4589275719,10.576822855
NEO,2019-04-13,11.3056222251,11.2092067854,11.5992343767,10.6379660445
NEO,2019-04-14,11.0530574701,11.3056222251,11.3511852691,10.9249394685
NEO,2019-04-15,11.3179749069,11.0488180905,11.3267310336,10.8054476533
NEO,2019-04-16,10.6504995804,11.3032233766,11.4220705222,10.425725013
NEO,2019-04-17,10.8299288574,10.6504995804,11.0946917039,10.5651597597
NEO,2019-04-18,10.9675669334,10.8299288574,11.2071386728,10.7864552469
NEO,2019-04-19,11.2195341851,10.9534898368,11.3854144305,10.9424553198
NEO,2019-04-20,11.0508971862,11.2729994988,11.2745597067,10.8215258638
NEO,2019-04-21,10.8571677302,11.0508971862,11.1541947479,10.8134577749
NEO,2019-04-22,10.5416155163,10.8571677302,11.0070225606,10.1842965878
NEO,2019-04-23,10.882052477,10.5566039608,10.9465090994,10.4620118609
NEO,2019-04-24,10.3917121053,10.882052477,11.1115607135,10.3328485608
NEO,2019-04-25,9.7306900686,10.3917121053,10.4140889112,9.5207328668
NEO,2019-04-26,9.5424912043,9.7306900686,10.3553981834,9.3547308305
NEO,2019-04-27,9.1643587783,9.4700154758,9.5641657148,8.9189012821
NEO,2019-04-28,9.3534853967,9.1643587783,9.4565945579,9.0696062879
NEO,2019-04-29,9.054380727,9.3534853967,9.4636519712,9.0215169444
NEO,2019-04-30,9.1973477899,9.0608233222,9.7521141875,9.0564905567
NEO,2019-05-01,9.5889620273,9.3183726392,9.6022931829,9.2190940005
NEO,2019-05-02,9.556275204,9.5889620273,9.7779932144,9.3656443238
NEO,2019-05-03,9.6732711101,9.6006864799,9.8696154944,9.5186135215
NEO,2019-05-04,9.8344935346,9.6732711101,10.047181792,9.5767452786
NEO,2019-05-05,9.4485641493,9.8000356609,10.0180641452,9.0725685937
NEO,2019-05-06,9.147044372,9.377793634,9.4745101894,9.0833141628
NEO,2019-05-07,9.1518856579,9.147044372,9.2932845347,8.7317542742
NEO,2019-05-08,9.0022722243,9.0607557324,9.3720963374,8.9307982847
